Wed Sep  3 05:30:04 2025,69.1,84
Wed Sep  3 05:30:06 2025,69.1,84
Wed Sep  3 05:30:08 2025,69.1,84
Wed Sep  3 05:30:10 2025,69.1,84
Wed Sep  3 05:30:12 2025,69.1,84
Wed Sep  3 05:30:14 2025,69.1,84
Wed Sep  3 05:30:16 2025,69.1,84
Wed Sep  3 05:30:18 2025,69.1,84
Wed Sep  3 05:30:20 2025,69.1,84
Wed Sep  3 05:30:22 2025,69.1,84
Wed Sep  3 05:30:24 2025,69.1,84
Wed Sep  3 05:30:26 2025,69.1,84
Wed Sep  3 05:30:28 2025,69.1,84
Wed Sep  3 05:30:30 2025,69.1,84
Wed Sep  3 06:00:01 2025,69.1,84
Wed Sep  3 06:00:03 2025,69.1,84
Wed Sep  3 06:00:05 2025,69.1,84
Wed Sep  3 06:00:08 2025,69.1,84
Wed Sep  3 06:00:10 2025,69.1,84
Wed Sep  3 06:00:12 2025,69.1,84
Wed Sep  3 06:00:14 2025,69.1,84
Wed Sep  3 06:00:16 2025,69.1,84
Wed Sep  3 06:00:18 2025,69.1,84
Wed Sep  3 06:00:20 2025,69.1,84
Wed Sep  3 06:00:22 2025,69.1,84
Wed Sep  3 06:00:24 2025,69.1,84
Wed Sep  3 06:00:26 2025,69.1,84
Wed Sep  3 06:00:28 2025,69.1,84
Wed Sep  3 06:00:30 2025,69.1,84
Wed Sep  3 06:30:01 2025,69.1,84
Wed Sep  3 06:30:03 2025,69.1,84
Wed Sep  3 06:30:05 2025,69.1,84
Wed Sep  3 06:30:07 2025,69.1,84
Wed Sep  3 06:30:09 2025,69.1,84
Wed Sep  3 06:30:11 2025,69.1,84
Wed Sep  3 06:30:13 2025,69.1,84
Wed Sep  3 06:30:15 2025,69.1,84
Wed Sep  3 06:30:17 2025,69.1,84
Wed Sep  3 06:30:19 2025,69.1,84
Wed Sep  3 06:30:21 2025,69.1,84
Wed Sep  3 06:30:23 2025,69.1,84
Wed Sep  3 06:30:26 2025,69.1,84
Wed Sep  3 06:30:28 2025,69.1,84
Wed Sep  3 06:30:30 2025,69.1,84
Wed Sep  3 07:00:01 2025,69.1,84
Wed Sep  3 07:00:07 2025,69.1,84
Wed Sep  3 07:00:09 2025,69.1,84
Wed Sep  3 07:00:11 2025,69.1,84
Wed Sep  3 07:00:13 2025,69.1,84
Wed Sep  3 07:00:15 2025,69.1,84
Wed Sep  3 07:00:17 2025,69.1,84
Wed Sep  3 07:00:19 2025,69.1,84
Wed Sep  3 07:00:21 2025,69.1,84
Wed Sep  3 07:00:23 2025,69.1,84
Wed Sep  3 07:00:25 2025,69.1,84
Wed Sep  3 07:00:27 2025,69.1,84
Wed Sep  3 07:00:29 2025,69.1,84
Wed Sep  3 07:00:31 2025,69.1,84
Wed Sep  3 07:00:33 2025,69.1,84
Wed Sep  3 07:30:01 2025,69.1,84
Wed Sep  3 07:30:03 2025,69.1,84
Wed Sep  3 07:30:05 2025,69.1,84
Wed Sep  3 07:30:08 2025,69.1,84
Wed Sep  3 07:30:10 2025,69.1,84
Wed Sep  3 07:30:12 2025,69.1,84
Wed Sep  3 07:30:14 2025,69.1,84
Wed Sep  3 07:30:16 2025,69.1,84
Wed Sep  3 07:30:18 2025,69.1,84
Wed Sep  3 07:30:20 2025,69.1,84
Wed Sep  3 07:30:22 2025,69.1,84
Wed Sep  3 07:30:24 2025,69.1,84
Wed Sep  3 07:30:26 2025,69.1,84
Wed Sep  3 07:30:28 2025,69.1,84
Wed Sep  3 07:30:30 2025,69.1,84
Wed Sep  3 08:00:01 2025,69.1,84
Wed Sep  3 08:00:03 2025,69.1,84
Wed Sep  3 08:00:05 2025,69.1,84
Wed Sep  3 08:00:07 2025,69.1,84
Wed Sep  3 08:00:09 2025,69.1,84
Wed Sep  3 08:00:11 2025,69.1,84
Wed Sep  3 08:00:13 2025,69.1,84
Wed Sep  3 08:00:15 2025,69.1,84
Wed Sep  3 08:00:18 2025,69.1,84
Wed Sep  3 08:00:20 2025,69.1,84
Wed Sep  3 08:00:22 2025,69.1,84
Wed Sep  3 08:00:24 2025,69.1,84
Wed Sep  3 08:00:26 2025,69.1,84
Wed Sep  3 08:00:28 2025,69.1,84
Wed Sep  3 08:00:30 2025,69.1,84
Wed Sep  3 08:30:01 2025,69.1,84
Wed Sep  3 08:30:03 2025,69.1,84
Wed Sep  3 08:30:05 2025,69.1,84
Wed Sep  3 08:30:07 2025,69.1,84
Wed Sep  3 08:30:09 2025,69.1,84
Wed Sep  3 08:30:11 2025,69.1,84
Wed Sep  3 08:30:13 2025,69.1,84
Wed Sep  3 08:30:15 2025,69.1,84
Wed Sep  3 08:30:17 2025,69.1,84
Wed Sep  3 08:30:19 2025,69.1,84
Wed Sep  3 08:30:21 2025,69.1,84
Wed Sep  3 08:30:23 2025,69.1,84
Wed Sep  3 08:30:25 2025,69.1,84
Wed Sep  3 08:30:27 2025,69.1,84
Wed Sep  3 08:30:29 2025,69.1,84
Wed Sep  3 09:00:05 2025,71.7,87
Wed Sep  3 09:00:07 2025,71.7,87
Wed Sep  3 09:00:09 2025,71.7,87
Wed Sep  3 09:00:12 2025,71.7,87
Wed Sep  3 09:00:14 2025,71.7,87
Wed Sep  3 09:00:16 2025,71.7,87
Wed Sep  3 09:00:18 2025,71.7,87
Wed Sep  3 09:00:20 2025,71.7,87
Wed Sep  3 09:00:22 2025,71.7,87
Wed Sep  3 09:00:24 2025,71.7,87
Wed Sep  3 09:00:26 2025,71.7,87
Wed Sep  3 09:00:28 2025,71.7,87
Wed Sep  3 09:00:30 2025,71.7,87
Wed Sep  3 09:00:32 2025,71.7,87
Wed Sep  3 09:00:34 2025,71.7,87
